sale_id,date,shop_name,category,item,quantity,unit_price,total,payment_method
TXN-44520,2024-12-26,uw-medical,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Cash
TXN-44521,2024-12-26,uw-medical,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-44522,2024-12-26,uw-medical,Pastry,Pastry Item 4,1,3.5,3.5,Card
TXN-44523,2024-12-26,uw-medical,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Mobile
TXN-44524,2024-12-26,uw-medical,Sandwich,Sandwich Item 5,1,8.75,8.75,Cash
TXN-44525,2024-12-26,uw-medical,Tea,Tea Item 4,1,3.25,3.25,Mobile
TXN-44526,2024-12-26,uw-medical,Sandwich,Sandwich Item 5,2,8.75,17.5,Mobile
TXN-44527,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 4,1,5.25,5.25,Card
TXN-44528,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-44529,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 4,1,5.25,5.25,Card
TXN-44530,2024-12-26,uw-medical,Sandwich,Sandwich Item 1,1,8.75,8.75,Card
TXN-44531,2024-12-26,uw-medical,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-44532,12/26/2024,uw-medical,Espresso,Espresso Item 5,2,4.75,9.5,Card
TXN-44533,2024-12-26,uw-medical,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-44534,2024-12-26,uw-medical,Smoothie,Smoothie Item 4,1,6.5,6.5,Cash
TXN-44535,2024-12-26,uw-medical,Espresso,Espresso Item 4,2,4.75,9.5,Card
TXN-44536,2024-12-26,uw-medical,Sandwich,Sandwich Item 3,1,8.75,8.75,Card
TXN-44537,2024-12-26,uw-medical,Sandwich,Sandwich Item 5,2,8.75,17.5,Card
TXN-44538,2024-12-26,uw-medical,Sandwich,Sandwich Item 3,1,8.75,8.75,Mobile
TXN-44539,12/26/2024,uw-medical,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Card
TXN-44540,12/26/2024,uw-medical,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Cash
TXN-44541,2024-12-26,uw-medical,Pastry,Pastry Item 1,2,3.5,7.0,Card
TXN-44542,2024-12-26,uw-medical,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Cash
TXN-44543,12/26/2024,uw-medical,Sandwich,Sandwich Item 3,1,8.75,8.75,Cash
TXN-44544,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 4,1,5.25,5.25,Mobile
TXN-44545,2024-12-26,uw-medical,Espresso,Espresso Item 5,1,4.75,4.75,Mobile
TXN-44546,2024-12-26,uw-medical,Pastry,Pastry Item 3,1,3.5,3.5,Card
TXN-44547,2024-12-26,uw-medical,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Mobile
TXN-44548,2024-12-26,uw-medical,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-44549,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Mobile
TXN-44550,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Cash
TXN-44551,2024-12-26,uw-medical,Tea,Tea Item 1,1,3.25,3.25,Mobile
TXN-44552,2024-12-26,uw-medical,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Cash
TXN-44553,2024-12-26,uw-medical,Smoothie,Smoothie Item 5,1,6.5,6.5,Mobile
TXN-44554,12/26/2024,uw-medical,Smoothie,Smoothie Item 3,1,6.5,6.5,Mobile
TXN-44555,2024-12-26,uw-medical,Espresso,Espresso Item 4,2,4.75,9.5,Card
TXN-44556,2024-12-26,uw-medical,Smoothie,Smoothie Item 2,1,6.5,6.5,Card
TXN-44557,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Card
TXN-44558,2024-12-26,uw-medical,Smoothie,Smoothie Item 2,1,6.5,6.5,Cash
TXN-44559,12/26/2024,uw-medical,Pastry,Pastry Item 1,1,3.5,3.5,Cash
TXN-44560,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 1,2,5.25,10.5,Card
TXN-44561,2024-12-26,uw-medical,Smoothie,Smoothie Item 5,1,6.5,6.5,Card
TXN-44562,2024-12-26,uw-medical,Smoothie,Smoothie Item 4,1,6.5,6.5,Cash
TXN-44563,2024-12-26,uw-medical,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-44564,2024-12-26,uw-medical,Sandwich,Sandwich Item 2,1,8.75,8.75,Cash
TXN-44565,12/26/2024,uw-medical,Pastry,Pastry Item 5,2,3.5,7.0,Cash
TXN-44566,2024-12-26,uw-medical,Pastry,Pastry Item 4,1,3.5,3.5,Card
TXN-44567,2024-12-26,uw-medical,Pastry,Pastry Item 3,1,3.5,3.5,Mobile
TXN-44568,2024-12-26,uw-medical,Tea,Tea Item 1,2,3.25,6.5,Card
TXN-44569,12/26/2024,uw-medical,Espresso,Espresso Item 4,2,4.75,9.5,Mobile
TXN-44570,2024-12-26,uw-medical,Smoothie,Smoothie Item 4,1,6.5,6.5,Cash
TXN-44571,2024-12-26,uw-medical,Sandwich,Sandwich Item 4,1,8.75,8.75,Mobile
TXN-44572,2024-12-26,uw-medical,Espresso,Espresso Item 4,1,4.75,4.75,Mobile
TXN-44573,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 1,2,5.25,10.5,Cash
TXN-44574,2024-12-26,uw-medical,Drip Coffee,Drip Coffee Item 5,2,2.5,5.0,Card
TXN-44575,12/26/2024,uw-medical,Pastry,Pastry Item 5,1,3.5,3.5,Mobile
TXN-44576,2024-12-26,uw-medical,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-44577,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 2,3,5.25,15.75,Cash
TXN-44578,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 4,1,5.25,5.25,Mobile
TXN-44579,2024-12-26,uw-medical,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-44580,2024-12-26,uw-medical,Pastry,Pastry Item 4,1,3.5,3.5,Cash
TXN-44581,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 1,2,5.25,10.5,Card
TXN-44582,2024-12-26,uw-medical,Sandwich,Sandwich Item 5,1,8.75,8.75,Card
TXN-44583,12/26/2024,uw-medical,Pastry,Pastry Item 3,2,3.5,7.0,Card
TXN-44584,2024-12-26,uw-medical,Sandwich,Sandwich Item 5,1,8.75,8.75,Mobile
TXN-44585,2024-12-26,uw-medical,Tea,Tea Item 1,3,3.25,9.75,Card
TXN-44586,2024-12-26,uw-medical,Espresso,Espresso Item 5,1,4.75,4.75,Card
TXN-44587,2024-12-26,uw-medical,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Card
TXN-44588,2024-12-26,uw-medical,Pastry,Pastry Item 4,1,3.5,3.5,Cash
TXN-44589,2024-12-26,uw-medical,Drip Coffee,Drip Coffee Item 3,3,2.5,7.5,Mobile
TXN-44590,2024-12-26,uw-medical,Pastry,Pastry Item 3,1,3.5,3.5,Cash
TXN-44591,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Card
TXN-44592,2024-12-26,uw-medical,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Cash
TXN-44593,2024-12-26,portage-bay,Pastry,Pastry Item 1,1,3.5,3.5,Mobile
TXN-44594,2024-12-26,portage-bay,Espresso,Espresso Item 4,1,4.75,4.75,Card
TXN-44595,2024-12-26,portage-bay,Sandwich,Sandwich Item 3,1,8.75,8.75,Card
TXN-44596,2024-12-26,portage-bay,Espresso,Espresso Item 3,1,4.75,4.75,Mobile
TXN-44597,2024-12-26,portage-bay,Sandwich,Sandwich Item 2,2,8.75,17.5,Mobile
TXN-44598,2024-12-26,portage-bay,Pastry,Pastry Item 2,1,3.5,3.5,Mobile
TXN-44599,2024-12-26,portage-bay,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Card
TXN-44600,12/26/2024,portage-bay,Espresso,Espresso Item 1,2,4.75,9.5,Mobile
TXN-44601,2024-12-26,portage-bay,Espresso,Espresso Item 5,1,4.75,4.75,Mobile
TXN-44602,12/26/2024,portage-bay,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Cash
TXN-44603,2024-12-26,portage-bay,Tea,Tea Item 5,1,3.25,3.25,Mobile
TXN-44604,2024-12-26,portage-bay,Sandwich,Sandwich Item 4,1,8.75,8.75,Mobile
TXN-44605,2024-12-26,portage-bay,Sandwich,Sandwich Item 2,2,8.75,17.5,Card
TXN-44606,2024-12-26,portage-bay,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-44607,2024-12-26,portage-bay,Pastry,Pastry Item 1,2,3.5,7.0,Card
TXN-44608,2024-12-26,portage-bay,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Mobile
TXN-44609,2024-12-26,portage-bay,Espresso,Espresso Item 1,1,4.75,4.75,Mobile
TXN-44610,2024-12-26,portage-bay,Tea,Tea Item 1,1,3.25,3.25,Card
TXN-44611,2024-12-26,portage-bay,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Card
TXN-44612,2024-12-26,portage-bay,Sandwich,Sandwich Item 2,2,8.75,17.5,Card
TXN-44613,2024-12-26,portage-bay,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-44614,12/26/2024,portage-bay,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-44615,2024-12-26,portage-bay,Espresso,Espresso Item 4,1,4.75,4.75,Card
TXN-44616,12/26/2024,portage-bay,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Mobile
TXN-44617,12/26/2024,portage-bay,Pastry,Pastry Item 1,1,3.5,3.5,Card
TXN-44618,2024-12-26,portage-bay,Sandwich,Sandwich Item 2,2,8.75,17.5,Cash
TXN-44619,2024-12-26,portage-bay,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Card
TXN-44620,2024-12-26,portage-bay,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-44621,2024-12-26,portage-bay,Pastry,Pastry Item 3,2,3.5,7.0,Card
TXN-44622,2024-12-26,portage-bay,Espresso,Espresso Item 3,1,4.75,4.75,Cash
TXN-44623,12/26/2024,portage-bay,Espresso,Espresso Item 1,1,4.75,4.75,Card
TXN-44624,2024-12-26,portage-bay,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Card
TXN-44625,2024-12-26,portage-bay,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-44626,2024-12-27,HUB,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-44627,2024-12-27,HUB,Espresso,Espresso Item 2,2,4.75,9.5,Card
TXN-44628,2024-12-27,HUB,Espresso,Espresso Item 2,1,4.75,4.75,Cash
TXN-44629,2024-12-27,HUB,Sandwich,Sandwich Item 3,1,8.75,8.75,Card
TXN-44630,2024-12-27,HUB,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-44631,12/27/2024,HUB,Cold Brew,Cold Brew Item 2,2,5.25,10.5,Mobile
TXN-44632,2024-12-27,HUB,Smoothie,Smoothie Item 4,1,6.5,6.5,Cash
TXN-44633,2024-12-27,HUB,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Cash
TXN-44634,2024-12-27,HUB,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-44635,2024-12-27,HUB,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Card
TXN-44636,2024-12-27,HUB,Tea,Tea Item 5,2,3.25,6.5,Mobile
TXN-44637,2024-12-27,HUB,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-44638,2024-12-27,HUB,Tea,Tea Item 3,2,3.25,6.5,Card
TXN-44639,2024-12-27,HUB,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-44640,2024-12-27,HUB,Sandwich,Sandwich Item 5,1,8.75,8.75,Card
TXN-44641,2024-12-27,HUB,Sandwich,Sandwich Item 1,1,8.75,8.75,Card
TXN-44642,2024-12-27,HUB,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-44643,2024-12-27,HUB,Tea,Tea Item 4,1,3.25,3.25,Card
TXN-44644,12/27/2024,HUB,Sandwich,Sandwich Item 5,1,8.75,8.75,Card
TXN-44645,2024-12-27,HUB,Drip Coffee,Drip Coffee Item 1,2,2.5,5.0,Mobile
TXN-44646,12/27/2024,HUB,Sandwich,Sandwich Item 1,2,8.75,17.5,Card
TXN-44647,2024-12-27,HUB,Drip Coffee,Drip Coffee Item 2,2,2.5,5.0,Cash
TXN-44648,2024-12-27,HUB,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Mobile
TXN-44649,2024-12-27,HUB,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Card
TXN-44650,12/27/2024,HUB,Tea,Tea Item 3,1,3.25,3.25,Card
TXN-44651,2024-12-27,HUB,Espresso,Espresso Item 1,2,4.75,9.5,Card
TXN-44652,2024-12-27,HUB,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-44653,2024-12-27,HUB,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-44654,12/27/2024,HUB,Espresso,Espresso Item 2,1,4.75,4.75,Cash
TXN-44655,12/27/2024,HUB,Tea,Tea Item 3,1,3.25,3.25,Mobile
TXN-44656,2024-12-27,HUB,Pastry,Pastry Item 5,1,3.5,3.5,Cash
TXN-44657,2024-12-27,HUB,Smoothie,Smoothie Item 1,2,6.5,13.0,Card
TXN-44658,2024-12-27,HUB,Tea,Tea Item 1,1,3.25,3.25,Cash
TXN-44659,2024-12-27,HUB,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Mobile
TXN-44660,2024-12-27,HUB,Smoothie,Smoothie Item 2,1,6.5,6.5,Cash
TXN-44661,2024-12-27,HUB,Pastry,Pastry Item 1,2,3.5,7.0,Card
TXN-44662,12/27/2024,HUB,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Cash
TXN-44663,2024-12-27,HUB,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-44664,12/27/2024,HUB,Sandwich,Sandwich Item 1,1,8.75,8.75,Card
TXN-44665,12/27/2024,HUB,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Cash
TXN-44666,2024-12-27,HUB,Tea,Tea Item 1,1,3.25,3.25,Card
TXN-44667,2024-12-27,HUB,Pastry,Pastry Item 3,2,3.5,7.0,Cash
TXN-44668,2024-12-27,HUB,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-44669,2024-12-27,HUB,Pastry,Pastry Item 3,1,3.5,3.5,Card
TXN-44670,2024-12-27,HUB,Tea,Tea Item 4,1,3.25,3.25,Card
TXN-44671,2024-12-27,HUB,Tea,Tea Item 1,2,3.25,6.5,Cash
TXN-44672,2024-12-27,HUB,Smoothie,Smoothie Item 3,2,6.5,13.0,Card
TXN-44673,2024-12-27,HUB,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-44674,2024-12-27,HUB,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Mobile
TXN-44675,2024-12-27,HUB,Tea,Tea Item 3,1,3.25,3.25,Card
TXN-44676,12/27/2024,HUB,Espresso,Espresso Item 1,1,4.75,4.75,Card
TXN-44677,2024-12-27,HUB,Tea,Tea Item 4,1,3.25,3.25,Card
TXN-44678,2024-12-27,HUB,Sandwich,Sandwich Item 3,3,8.75,26.25,Cash
TXN-44679,2024-12-27,ode-cafe,Smoothie,Smoothie Item 4,1,6.5,6.5,Card
TXN-44680,2024-12-27,ode-cafe,Tea,Tea Item 5,2,3.25,6.5,Card
TXN-44681,2024-12-27,ode-cafe,Pastry,Pastry Item 2,1,3.5,3.5,Cash
TXN-44682,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-44683,12/27/2024,ode-cafe,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-44684,2024-12-27,ode-cafe,Pastry,Pastry Item 5,1,3.5,3.5,Mobile
TXN-44685,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-44686,12/27/2024,ode-cafe,Pastry,Pastry Item 4,2,3.5,7.0,Mobile
TXN-44687,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 5,2,2.5,5.0,Card
TXN-44688,12/27/2024,ode-cafe,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-44689,2024-12-27,ode-cafe,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-44690,2024-12-27,ode-cafe,Smoothie,Smoothie Item 5,1,6.5,6.5,Card
TXN-44691,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Card
TXN-44692,2024-12-27,ode-cafe,Espresso,Espresso Item 1,1,4.75,4.75,Mobile
TXN-44693,2024-12-27,ode-cafe,Espresso,Espresso Item 3,3,4.75,14.25,Card
TXN-44694,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 1,2,2.5,5.0,Card
TXN-44695,2024-12-27,ode-cafe,Pastry,Pastry Item 2,1,3.5,3.5,Cash
TXN-44696,2024-12-27,ode-cafe,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-44697,2024-12-27,ode-cafe,Sandwich,Sandwich Item 3,2,8.75,17.5,Card
TXN-44698,2024-12-27,ode-cafe,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-44699,2024-12-27,ode-cafe,Smoothie,Smoothie Item 4,1,6.5,6.5,Card
TXN-44700,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-44701,2024-12-27,ode-cafe,Espresso,Espresso Item 3,1,4.75,4.75,Mobile
TXN-44702,2024-12-27,ode-cafe,Sandwich,Sandwich Item 1,2,8.75,17.5,Mobile
TXN-44703,2024-12-27,ode-cafe,Sandwich,Sandwich Item 4,1,8.75,8.75,Card
TXN-44704,12/27/2024,ode-cafe,Espresso,Espresso Item 5,1,4.75,4.75,Cash
TXN-44705,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Cash
TXN-44706,2024-12-27,ode-cafe,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-44707,12/27/2024,ode-cafe,Smoothie,Smoothie Item 3,1,6.5,6.5,Card
TXN-44708,2024-12-27,ode-cafe,Sandwich,Sandwich Item 5,1,8.75,8.75,Mobile
TXN-44709,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-44710,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Cash
TXN-44711,2024-12-27,ode-cafe,Cold Brew,Cold Brew Item 4,1,5.25,5.25,Mobile
TXN-44712,2024-12-27,ode-cafe,Espresso,Espresso Item 3,3,4.75,14.25,Card
TXN-44713,2024-12-27,ode-cafe,Sandwich,Sandwich Item 4,1,8.75,8.75,Card
TXN-44714,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-44715,2024-12-27,ode-cafe,Pastry,Pastry Item 1,2,3.5,7.0,Card
TXN-44716,2024-12-27,ode-cafe,Pastry,Pastry Item 2,2,3.5,7.0,Card
TXN-44717,2024-12-27,ode-cafe,Pastry,Pastry Item 1,1,3.5,3.5,Card
TXN-44718,2024-12-27,ode-cafe,Smoothie,Smoothie Item 3,1,6.5,6.5,Card
TXN-44719,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Mobile
TXN-44720,2024-12-27,ode-cafe,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Card
TXN-44721,2024-12-27,ode-cafe,Pastry,Pastry Item 1,2,3.5,7.0,Mobile
TXN-44722,2024-12-27,ode-cafe,Sandwich,Sandwich Item 2,1,8.75,8.75,Cash
TXN-44723,2024-12-27,ode-cafe,Espresso,Espresso Item 1,1,4.75,4.75,Card
TXN-44724,2024-12-27,ode-cafe,Sandwich,Sandwich Item 4,1,8.75,8.75,Mobile
TXN-44725,2024-12-27,ode-cafe,Sandwich,Sandwich Item 5,1,8.75,8.75,Card
TXN-44726,2024-12-27,ode-cafe,Espresso,Espresso Item 5,1,4.75,4.75,Cash
TXN-44727,2024-12-27,ode-cafe,Pastry,Pastry Item 1,2,3.5,7.0,Card
TXN-44728,2024-12-27,ode-cafe,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-44729,2024-12-27,ode-cafe,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-44730,2024-12-27,ode-cafe,Pastry,Pastry Item 3,2,3.5,7.0,Card
TXN-44731,2024-12-27,ode-cafe,Sandwich,Sandwich Item 3,1,8.75,8.75,Mobile
TXN-44732,12/27/2024,ode-cafe,Tea,Tea Item 3,1,3.25,3.25,Mobile
TXN-44733,2024-12-27,ode-cafe,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Card
TXN-44734,2024-12-27,ode-cafe,Pastry,Pastry Item 1,1,3.5,3.5,Cash
TXN-44735,12/27/2024,ode-cafe,Pastry,Pastry Item 4,1,3.5,3.5,Card
TXN-44736,2024-12-27,ode-cafe,Smoothie,Smoothie Item 2,1,6.5,6.5,Mobile
TXN-44737,2024-12-27,ode-cafe,Tea,Tea Item 5,1,3.25,3.25,Cash
TXN-44738,2024-12-27,ode-cafe,Cold Brew,Cold Brew Item 5,3,5.25,15.75,Cash
TXN-44739,2024-12-27,ode-cafe,Pastry,Pastry Item 5,1,3.5,3.5,Mobile
TXN-44740,2024-12-27,ode-cafe,Sandwich,Sandwich Item 3,1,8.75,8.75,Card
TXN-44741,2024-12-27,ode-cafe,Smoothie,Smoothie Item 2,1,6.5,6.5,Mobile
TXN-44742,2024-12-27,ode-cafe,Smoothie,Smoothie Item 5,1,6.5,6.5,Card
TXN-44743,2024-12-27,ode-cafe,Pastry,Pastry Item 4,1,3.5,3.5,Mobile
TXN-44744,2024-12-27,Suzzallo Roasters,Pastry,Pastry Item 1,1,3.5,3.5,Card
TXN-44745,12/27/2024,Suzzallo Roasters,Smoothie,Smoothie Item 1,1,6.5,6.5,Card
TXN-44746,12/27/2024,Suzzallo Roasters,Sandwich,Sandwich Item 4,1,8.75,8.75,Card
TXN-44747,2024-12-27,Suzzallo Roasters,Pastry,Pastry Item 4,1,3.5,3.5,Cash
TXN-44748,2024-12-27,Suzzallo Roasters,Sandwich,Sandwich Item 3,1,8.75,8.75,Card
TXN-44749,2024-12-27,Suzzallo Roasters,Pastry,Pastry Item 3,1,3.5,3.5,Mobile
TXN-44750,2024-12-27,Suzzallo Roasters,Sandwich,Sandwich Item 1,1,8.75,8.75,Card
TXN-44751,2024-12-27,Suzzallo Roasters,Pastry,Pastry Item 2,1,3.5,3.5,Cash
TXN-44752,2024-12-27,Suzzallo Roasters,Drip Coffee,Drip Coffee Item 5,2,2.5,5.0,Card
TXN-44753,2024-12-27,Suzzallo Roasters,Smoothie,Smoothie Item 4,1,6.5,6.5,Card
TXN-44754,2024-12-27,Suzzallo Roasters,Sandwich,Sandwich Item 1,1,8.75,8.75,Cash
TXN-44755,2024-12-27,Suzzallo Roasters,Drip Coffee,Drip Coffee Item 1,2,2.5,5.0,Card
TXN-44756,2024-12-27,Suzzallo Roasters,Espresso,Espresso Item 1,1,4.75,4.75,Cash
TXN-44757,2024-12-27,Suzzallo Roasters,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-44758,12/27/2024,Suzzallo Roasters,Sandwich,Sandwich Item 3,1,8.75,8.75,Mobile
TXN-44759,2024-12-27,Suzzallo Roasters,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-44760,2024-12-27,Suzzallo Roasters,Cold Brew,Cold Brew Item 4,3,5.25,15.75,Card
TXN-44761,2024-12-27,Suzzallo Roasters,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Mobile
TXN-44762,2024-12-27,Suzzallo Roasters,Tea,Tea Item 5,3,3.25,9.75,Cash
TXN-44763,2024-12-27,Suzzallo Roasters,Espresso,Espresso Item 4,1,4.75,4.75,Card
TXN-44764,2024-12-27,Suzzallo Roasters,Pastry,Pastry Item 2,1,3.5,3.5,Card
TXN-44765,2024-12-27,Suzzallo Roasters,Tea,Tea Item 2,1,3.25,3.25,Cash
TXN-44766,2024-12-27,Suzzallo Roasters,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-44767,2024-12-27,Suzzallo Roasters,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Card
TXN-44768,12/27/2024,Suzzallo Roasters,Tea,Tea Item 4,1,3.25,3.25,Mobile
TXN-44769,2024-12-27,Suzzallo Roasters,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Card
TXN-44770,2024-12-27,Suzzallo Roasters,Sandwich,Sandwich Item 3,2,8.75,17.5,Mobile
TXN-44771,2024-12-27,Suzzallo Roasters,Espresso,Espresso Item 1,1,4.75,4.75,Mobile
TXN-44772,12/27/2024,Suzzallo Roasters,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Cash
TXN-44773,2024-12-27,uw-medical,Pastry,Pastry Item 2,1,3.5,3.5,Card
TXN-44774,2024-12-27,uw-medical,Espresso,Espresso Item 4,1,4.75,4.75,Mobile
TXN-44775,2024-12-27,uw-medical,Tea,Tea Item 5,2,3.25,6.5,Card
TXN-44776,2024-12-27,uw-medical,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Mobile
TXN-44777,2024-12-27,uw-medical,Smoothie,Smoothie Item 4,1,6.5,6.5,Cash
TXN-44778,2024-12-27,uw-medical,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-44779,2024-12-27,uw-medical,Sandwich,Sandwich Item 2,2,8.75,17.5,Cash
TXN-44780,2024-12-27,uw-medical,Tea,Tea Item 1,1,3.25,3.25,Card
TXN-44781,2024-12-27,uw-medical,Tea,Tea Item 5,3,3.25,9.75,Mobile
TXN-44782,12/27/2024,uw-medical,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Card
TXN-44783,2024-12-27,uw-medical,Tea,Tea Item 4,1,3.25,3.25,Card
TXN-44784,2024-12-27,uw-medical,Smoothie,Smoothie Item 1,1,6.5,6.5,Mobile
TXN-44785,2024-12-27,uw-medical,Smoothie,Smoothie Item 1,1,6.5,6.5,Card
TXN-44786,2024-12-27,uw-medical,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Card
TXN-44787,2024-12-27,uw-medical,Tea,Tea Item 5,1,3.25,3.25,Card
TXN-44788,2024-12-27,uw-medical,Sandwich,Sandwich Item 3,2,8.75,17.5,Card
TXN-44789,2024-12-27,uw-medical,Smoothie,Smoothie Item 5,1,6.5,6.5,Card
TXN-44790,12/27/2024,uw-medical,Tea,Tea Item 2,3,3.25,9.75,Mobile
TXN-44791,2024-12-27,uw-medical,Smoothie,Smoothie Item 5,1,6.5,6.5,Mobile
TXN-44792,12/27/2024,uw-medical,Espresso,Espresso Item 1,2,4.75,9.5,Card
TXN-44793,2024-12-27,uw-medical,Tea,Tea Item 4,1,3.25,3.25,Mobile
TXN-44794,2024-12-27,uw-medical,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Card
TXN-44795,2024-12-27,uw-medical,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-44796,2024-12-27,uw-medical,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Card
TXN-44797,2024-12-27,uw-medical,Smoothie,Smoothie Item 1,1,6.5,6.5,Card
TXN-44798,2024-12-27,uw-medical,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Card
TXN-44799,2024-12-27,uw-medical,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
